#{"t_start": 1691680379.9299045, "env_id": "JSBSim-v0"}
r,l,t
-95.120414,851,1440.715848
79.109933,1200,1442.90851
57.625872,1200,1443.880259
56.248438,1200,1446.098836
61.502755,1200,1447.06361
79.662965,1200,1449.264246
41.986942,1200,1450.231011
185.893742,955,1452.22833
186.252575,832,1452.908054
75.086367,1200,1455.09559
11.732753,1200,1456.0574
185.642253,1100,1458.170303
51.543198,1200,1460.355027
67.414785,1200,1461.317772
51.72475,1200,1463.505486
53.906854,1200,1464.471224
49.406092,1200,1466.670862
51.781452,1200,1468.863526
51.111646,1200,1469.827302
67.866291,1200,1472.015978
56.37663,1200,1472.978808
70.891122,1200,1475.167518
187.072761,982,1475.955796
186.429503,923,1477.925207
49.226897,1200,1478.888025
41.893101,1200,1481.077663
44.579632,1200,1483.260357
55.259432,1200,1484.224134
59.475633,1200,1486.409851
59.243208,1200,1487.372599
57.013075,1200,1489.572242
50.009379,1200,1491.779874
54.314309,1200,1492.74371
54.507177,1200,1494.969185
57.939414,1200,1495.932962
48.670205,1200,1498.144558
48.949713,1200,1499.107338
63.705103,1200,1501.316975
77.132734,1200,1503.518581
48.459942,1200,1504.482357
63.080643,1200,1506.675018
75.654395,1200,1507.639793
55.776171,1200,1509.833451
48.108324,1200,1512.028159
45.412286,1200,1512.991884
50.407367,1200,1515.203567
185.770947,990,1515.999823
43.499817,1200,1518.202537
56.209339,1200,1519.166228
47.682887,1200,1521.369853
46.6804,1200,1523.583528
39.281682,1200,1524.554199
64.226569,1200,1526.79675
58.997899,1200,1527.760473
54.509375,1200,1529.994045
45.442124,1200,1530.955858
64.568507,1200,1533.190305
66.477341,1200,1535.424829
185.978188,757,1536.033794
39.665152,1200,1538.245396
59.506091,1200,1539.210164
185.575652,803,1541.072961
49.369663,1200,1542.034716
56.026434,1200,1544.217412
48.882586,1200,1545.179198
46.897235,1200,1547.366878
-60.497962,489,1547.760592
186.162207,829,1549.680138
185.759634,822,1550.340926
83.205769,1200,1552.542602
185.01183,787,1553.175441
186.947556,801,1553.817321
186.32528,778,1555.669098
-63.676913,852,1556.354805
53.328208,1200,1558.551513
67.788288,1200,1559.515232
66.587142,1200,1561.712878
60.978715,1200,1562.675655
45.931819,1200,1564.877289
42.465207,1200,1567.086932
65.737489,1200,1568.050674
57.988322,1200,1570.267256
-95.809823,822,1570.928049
-40.754988,568,1571.383523
-111.752847,350,1572.900448
48.58331,1200,1573.863229
-84.65217,471,1574.240962
42.512909,1200,1576.440605
56.318977,1200,1578.638253
185.631515,835,1579.316981
-96.358445,345,1579.595051
56.363225,1200,1581.790795
-69.060184,406,1582.11665
186.113569,838,1582.789362
-80.688572,441,1584.383029
40.34954,1200,1585.345844
-71.377303,385,1585.655802
-97.003989,444,1587.245455
-118.724098,730,1587.83249
-58.102872,1060,1588.683688
-90.028892,403,1590.24143
51.058868,1200,1591.204209
-98.245673,387,1591.515215
46.642098,1200,1593.71979
44.969098,1200,1595.924416
-52.832266,511,1596.336037
-41.269186,742,1596.931049
46.003732,1200,1599.118727
-87.709549,521,1599.538376
44.328613,1200,1601.727999
58.698312,1200,1602.691807
50.326892,1200,1604.878458
-102.257678,774,1605.500375
-112.408436,744,1607.324277
51.688897,1200,1608.296024
56.457236,1200,1610.482762
46.95981,1200,1611.444489
66.445551,1200,1613.638152
-69.933946,426,1613.981999
51.354694,1200,1616.188616
71.559746,1200,1617.14948
47.406313,1200,1619.355024
50.01311,1200,1620.317802
186.59149,818,1622.2314
-75.262985,403,1622.555396
55.869394,1200,1624.754955
-75.54643,439,1625.108819
-95.169362,419,1625.445644
45.833708,1200,1627.650297
57.580467,1200,1628.613047
50.68099,1200,1630.819699
48.70184,1200,1631.782447
66.254529,1200,1633.993083
53.930123,1200,1636.205644
40.776903,1200,1637.168427
58.510045,1200,1639.373048
-58.695913,697,1639.93417
40.641285,1200,1642.143781
185.305587,797,1642.785631
67.286802,1200,1644.992247
60.550919,1200,1645.957023
185.962774,815,1647.85871
44.878932,1200,1648.821437
186.63002,846,1650.762939
54.755983,1200,1651.726715
45.391933,1200,1653.92835
54.129251,1200,1654.892179
58.844211,1200,1657.096788
50.383807,1200,1659.298382
44.221066,1200,1660.262214
76.037041,1200,1662.468778
69.454599,1200,1663.440527
185.281159,789,1665.287349
185.057764,812,1665.939165
-59.680219,567,1666.393646
47.283926,1200,1668.58033
186.099283,794,1669.218193
46.480737,1200,1671.412886
186.104128,1147,1673.579603
70.969688,1200,1674.543377
-58.483201,497,1674.943042
186.079668,780,1676.815807
51.914133,1200,1677.787524
186.156897,1182,1679.987163
-109.113227,384,1680.296131
59.736347,1200,1682.495772
43.374338,1200,1683.459548
67.545961,1200,1685.662258
81.906203,1200,1686.626949
186.31464,1192,1688.80566
48.744032,1200,1691.000353
72.29696,1200,1691.973064
54.12054,1200,1694.163733
63.802165,1200,1695.126513
79.386846,1200,1697.327179
62.68164,1200,1699.507855
64.887676,1200,1700.470635
53.680657,1200,1702.655324
58.102083,1200,1703.619097
185.574087,799,1705.48984
-120.562336,418,1705.825714
62.913722,1200,1706.796466
57.832147,1200,1708.982154
185.959568,832,1709.654903
-46.156134,1166,1711.811689
-42.462243,1197,1713.992392
185.789373,1080,1714.862545
62.036533,1200,1717.042188
186.494058,927,1717.788691
60.319817,1200,1719.971386
185.156498,819,1720.636166
186.721756,1071,1722.716204
186.232343,948,1723.478655
62.575532,1200,1725.659406
185.972921,1062,1726.512503
-121.58311,395,1726.829528
55.206832,1200,1729.018118
185.218277,1136,1731.149033
70.506755,1200,1732.113761
51.367806,1200,1734.325362
185.809097,885,1735.038033
-45.76671,790,1736.913704
185.877709,1072,1737.774823
77.237693,1200,1739.959514
62.570407,1200,1740.924318
54.744011,1200,1743.108978
46.474275,1200,1744.071754
-27.773017,979,1746.078041
55.371271,1200,1748.256755
63.105719,1200,1749.228501
57.130205,1200,1751.40821
49.971417,1200,1752.371986
59.413561,1200,1754.559664
45.076093,1200,1755.522444
-44.252604,1171,1757.714145
55.978469,1200,1759.893821
53.887723,1200,1760.857595
-41.459444,1058,1762.934645
61.551449,1200,1763.898422
56.265505,1200,1766.083137
62.926326,1200,1767.046885
84.150406,1200,1769.23357
76.767714,1200,1771.421278
-58.447957,852,1772.107954
-58.869507,514,1772.520572
186.328155,791,1774.384338
55.127399,1200,1775.347118
-69.854136,444,1775.711896
50.855035,1200,1777.908595
64.778148,1200,1780.102207
186.256821,784,1780.733176
53.898221,1200,1782.924763
73.406803,1200,1783.888565
54.516204,1200,1786.091172
187.116896,960,1786.862652
70.918118,1200,1789.075185
50.241244,1200,1790.04893
-68.412625,412,1791.607791
66.300405,1200,1792.571487
-63.600945,774,1794.420303
-77.314097,421,1794.759168
78.671403,1200,1795.722943
54.124395,1200,1797.902652
53.498011,1200,1800.083354
-48.06357,880,1800.793069
-78.423118,401,1801.115899
-73.726849,651,1802.851125
-44.855757,548,1803.292668
184.817702,992,1804.096013
47.137883,1200,1806.283613
70.641292,1200,1807.246389
185.939234,786,1809.118155
76.537293,1200,1810.081904
-47.805299,525,1811.746336
53.567476,1200,1812.710112
54.064536,1200,1814.918721
-98.935187,351,1815.200779
186.236304,814,1815.855586
186.102325,799,1817.724335
185.25926,795,1818.370219
-35.875319,642,1818.886446
-42.164607,590,1820.592736
46.135071,1200,1821.555518
65.76705,1200,1823.743196
50.004747,1200,1825.929878
69.162627,1200,1826.893657
-64.469595,443,1827.248467
-59.963901,430,1828.820315
75.515908,1200,1829.785976
-92.422288,514,1830.1986
186.558504,949,1832.185951
184.932185,1004,1832.998234
61.433748,1200,1835.193885
73.383717,1200,1837.386624
-68.664778,404,1837.712533
186.952731,822,1838.374321
77.466084,1200,1840.563952
-121.428061,483,1840.952619
53.040302,1200,1843.149268
-65.65061,413,1843.483224
62.159754,1200,1844.446927
-66.316194,520,1846.087487
-97.189926,295,1846.325639
185.8664,945,1847.091079
46.647753,1200,1849.275773
54.05371,1200,1850.238551
47.498425,1200,1852.428224
62.537382,1200,1854.612945
61.869446,1200,1855.576691
185.569817,775,1856.198611
186.121824,806,1858.074335
51.273571,1200,1859.038109
21.424742,1200,1861.235754
74.908911,1200,1863.430415
65.415978,1200,1864.395215
-100.676416,359,1864.685215
-31.092324,672,1866.452304
186.116597,1038,1867.291494
186.16432,778,1869.154261
-121.898208,639,1869.671531
186.391629,915,1870.409063
186.34349,846,1872.323696
-45.988045,1049,1873.16684
-95.121931,407,1873.493746
-91.419406,362,1875.015652
184.985905,1184,1875.966557
50.085607,1200,1878.150164
186.651177,791,1878.786036
59.687802,1200,1880.971727
186.690247,891,1881.687329
-74.039313,401,1882.009255
59.458721,1200,1884.201917
69.61678,1200,1886.405545
185.278303,1148,1887.326463
62.979777,1200,1889.551022
186.11548,788,1890.183958
-122.200088,408,1890.510809
-98.667059,365,1892.04069
47.704514,1200,1893.010445
-110.291549,459,1893.381205
55.648766,1200,1895.579848
62.037628,1200,1896.542659
64.821141,1200,1898.736288
65.820574,1200,1900.938971
-30.868342,939,1901.696384
76.261065,1200,1903.884146
-83.111331,386,1904.195026
186.118082,840,1904.868807
-115.564845,427,1906.432618
54.56675,1200,1907.397341
74.088654,1200,1909.582997
-62.49605,419,1909.918874
-55.171059,463,1910.29063
83.334016,1200,1912.480306
72.3867,1200,1913.44408
54.928824,1200,1915.639733
-61.124704,466,1916.014481
67.089707,1200,1918.207144
-31.184671,1034,1919.039361
64.576568,1200,1921.216076
-56.930923,453,1921.581853
185.97795,994,1922.383172
-52.493475,525,1924.029663
-69.53444,433,1924.3775
-66.730925,401,1924.700421
-73.447084,400,1925.021347
-85.037805,416,1926.608037
70.089084,1200,1927.571812
-82.490782,397,1927.890747
-89.686527,442,1929.473452
-89.9284,375,1929.774445
-77.792915,386,1930.084457
-21.375111,785,1930.722358
70.567474,1200,1932.905967
-60.479377,437,1933.256794
46.524568,1200,1935.442482
65.765799,1200,1936.405259
65.905924,1200,1938.595931
65.451876,1200,1939.556714
186.45831,975,1941.588915
62.763941,1200,1943.798522
70.092522,1200,1944.772264
65.751852,1200,1946.970939
-51.838746,499,1947.371624
67.081809,1200,1949.558255
-59.110237,474,1949.941969
64.670541,1200,1950.904746
77.080851,1200,1953.091432
-70.733194,426,1953.43433
68.331904,1200,1955.624039
-82.507283,414,1955.95784
-65.254803,409,1956.285744
80.394296,1200,1958.475456
81.979728,1200,1959.446169
62.761406,1200,1961.63983
75.511619,1200,1962.603606
66.862251,1200,1964.799261
-58.752494,463,1965.172013
70.819519,1200,1967.38262
-56.936869,482,1967.77032
67.190025,1200,1969.960029
-78.378292,416,1970.294876
185.437007,766,1970.911848
-72.487301,578,1972.596261
-29.453806,672,1973.147401
185.571533,780,1973.775228
-72.73425,423,1974.115095
83.581303,1200,1976.305761
186.075435,803,1976.951601
185.131388,799,1978.823385
185.746367,874,1979.526038
-69.618711,411,1979.855883
67.492748,1200,1982.05356
185.991973,857,1982.742229
-61.798756,426,1984.308985
-52.78241,503,1984.714627
185.585165,959,1985.48513
-69.648752,440,1987.065762
68.37335,1200,1988.029537
-61.266978,485,1988.41929
-62.477546,467,1990.024917
80.392673,1200,1990.99063
186.06636,894,1992.935124
186.450934,1164,1993.872986
67.588211,1200,1996.06964
-63.572887,478,1996.455347
-24.137859,694,1997.013536
186.091268,1027,1999.07167
-77.839307,455,1999.438413
-70.372814,425,1999.780222
-23.311288,1192,2001.967906
-66.503438,663,2002.499125
-61.782842,504,2002.903772
-26.817016,854,2004.814379
-74.658226,462,2005.186135
186.157516,809,2005.835961
-37.941228,660,2007.588099
-56.74398,537,2008.019655
-59.629852,458,2008.387425
-44.497723,582,2010.073783
185.92074,961,2010.846199
-66.159462,610,2011.335561
67.690186,1200,2013.528258
185.702193,768,2014.144164
64.613151,1200,2016.335831
72.692047,1200,2017.299607
-31.407568,1050,2019.364698
-71.002897,581,2019.831137
186.827947,774,2021.680951
186.076934,763,2022.293897
-71.885214,491,2022.688577
186.069801,783,2024.542376
185.740322,993,2025.340704
-69.013197,546,2025.781232
-36.984089,785,2027.650019
-50.822605,520,2028.068659
68.926766,1200,2030.267221
71.992491,1200,2031.23299
-31.998732,1099,2033.339941
185.836692,1021,2034.161193
-17.385796,863,2036.09177
-65.503587,537,2036.523319
68.929025,1200,2038.714041
68.41319,1200,2039.681761
62.285341,1200,2041.874389
185.747267,1026,2042.707632
-56.819734,816,2044.58432
-75.844368,514,2044.99794
-52.278551,563,2045.44943
66.906516,1200,2047.638104
-40.470839,1094,2048.519158
-76.074938,631,2050.249394
63.764203,1200,2051.213223
65.40466,1200,2053.401823
-43.554989,968,2054.180247
58.221347,1200,2056.366902
-54.559158,872,2057.075531
62.204474,1200,2059.257273
-78.398334,657,2059.785461
-27.144244,952,2061.772814
-52.884649,783,2062.402739
-23.753847,845,2063.082484
-48.267815,911,2065.043868
-78.335372,419,2065.383731
-36.650701,1136,2067.527558
-65.35492,850,2068.211271
62.035628,1200,2070.40398
56.615605,1200,2071.37668
-57.251819,552,2071.82024
83.88072,1200,2074.008874
186.053344,783,2074.638769
74.304223,1200,2076.827473
185.964789,842,2077.505176
64.04322,1200,2079.696951
64.446855,1200,2081.890503
72.581655,1200,2082.856321
-26.652691,723,2084.68523
-63.795699,519,2085.110732
68.937786,1200,2086.075538
-53.464986,813,2087.957208
186.528688,779,2088.582119
-63.99683,509,2088.990748
-44.101816,589,2090.694049
72.28115,1200,2091.666795
-67.311749,502,2092.072438
-54.296693,896,2094.018925
-59.189362,512,2094.430548
-60.067077,748,2096.252454
67.729573,1200,2097.220214
-48.12175,562,2097.672704
68.469313,1200,2099.873338
-64.301461,553,2100.317855
-69.152795,710,2102.113902
-72.998383,480,2102.500552
-28.273722,672,2103.041739
-82.38733,639,2103.556017
-46.526044,561,2105.226476
-78.294709,638,2105.739711
-72.516536,517,2106.154354
-36.623556,656,2107.909507
185.412541,774,2108.533368
-58.86344,522,2108.952962
-98.135771,501,2110.606517
-36.064801,1003,2111.414723
-50.11574,603,2111.898135
-19.290112,872,2113.833631
-62.719026,878,2114.540336
-56.301043,652,2115.064514
-52.758994,564,2116.742898
-62.130495,461,2117.114686
-20.293938,925,2117.858205
-25.086483,948,2119.8505
65.067625,1200,2120.815299
185.415265,798,2122.687085
-43.668913,571,2123.146473
-66.682251,708,2123.714572
-30.844157,1117,2125.835478
185.30325,779,2126.46839
-64.092327,522,2128.117891
-90.125336,578,2128.582314
186.25944,832,2129.249055
-61.409815,550,2130.918473
69.503971,1200,2131.884242
-80.699983,443,2132.240051
71.019207,1200,2134.428729
185.951991,770,2135.047695
-39.694476,643,2136.789829
-59.047714,568,2137.247295
-32.804893,886,2137.958914
78.883121,1200,2140.147593
68.267635,1200,2142.347234
-43.697287,909,2143.079781
-46.059755,1007,2145.109991
-50.688927,652,2145.635235
-77.106398,732,2146.224261
-38.075194,877,2148.173815
-64.93818,553,2148.619249
-66.741908,592,2149.095701
-26.491556,791,2150.955432
-24.47333,903,2151.683997
69.323087,1200,2153.87666
-75.266702,759,2154.48861
-33.995896,971,2155.276976
-39.604331,1107,2157.392894
184.918781,815,2158.047705
68.007838,1200,2160.233393
-37.931368,848,2160.914115
-35.568988,921,2162.876547
-35.186535,829,2163.543316
186.986267,869,2165.460901
-32.282445,886,2166.172523
184.947149,842,2168.074157
-42.301853,786,2168.708036
61.639979,1200,2169.680784
62.149794,1200,2171.880467
82.310338,1200,2174.09405
70.655872,1200,2175.057791
186.171191,1061,2177.162752
71.14829,1200,2178.128567
82.006742,1200,2180.318191
185.379355,1105,2181.206223
71.291759,1200,2183.397891
186.847996,808,2184.047717
75.056712,1200,2186.247357
80.355756,1200,2188.450984
185.441236,1152,2189.376886
184.598122,1171,2191.547621
83.870898,1200,2192.51638
66.548258,1200,2194.717019
75.669572,1200,2196.931688
79.087974,1200,2197.903435
68.957584,1200,2200.14489
69.344193,1200,2201.110625
67.356004,1200,2203.346146
186.358289,958,2204.11657
70.770457,1200,2206.358069
69.211914,1200,2207.322841
69.448192,1200,2209.511519
186.586054,818,2210.167326
66.759628,1200,2212.361983
70.432841,1200,2214.550663
58.286775,1200,2215.513437
185.443028,1177,2217.709096
70.088669,1200,2218.671936
76.07549,1200,2220.906397
80.680449,1200,2223.116059
186.062803,1078,2223.988084
186.339522,1172,2226.193757
185.277923,911,2226.93024
186.026004,999,2228.989351
73.71821,1200,2229.956116
69.713326,1200,2232.163733
69.376458,1200,2233.127506
185.397215,882,2235.085005
82.503998,1200,2236.050727
185.642402,1001,2238.086915
80.514099,1200,2239.050688
81.647867,1200,2241.257308
185.438117,912,2241.989934
79.747294,1200,2244.178534
185.276086,946,2246.159907
75.978819,1200,2247.126744
67.881797,1200,2249.319363
185.440412,852,2250.006038
71.372774,1200,2252.188735
67.38862,1200,2253.153562
67.058757,1200,2255.34916
70.285347,1200,2256.312938
72.069481,1200,2258.499677
73.782106,1200,2260.683357
65.186485,1200,2261.648119
-35.602924,983,2263.664339
72.542246,1200,2264.629113
186.318766,828,2266.510816
187.072365,1151,2267.443695
73.15395,1200,2269.633369
70.92204,1200,2270.597142
66.900778,1200,2272.788812
72.98177,1200,2274.980479
185.994135,857,2275.669173
72.027089,1200,2277.860842
55.954417,1200,2278.824661
186.217991,1188,2281.01733
73.81622,1200,2281.989076
70.453663,1200,2284.19568
67.608988,1200,2286.410371
184.668184,944,2287.173812
74.022055,1200,2289.380436
77.85935,1200,2290.346206
72.999497,1200,2292.56677
68.598327,1200,2293.533537
63.543292,1200,2295.73717
185.978372,798,2296.387992
72.509799,1200,2298.599586
63.254978,1200,2299.566356
73.625347,1200,2301.773968
68.040058,1200,2303.993555
-115.403584,494,2304.392203
71.049013,1200,2305.356977
71.149328,1200,2307.568584
73.90882,1200,2309.778191
69.143357,1200,2310.761905
-20.119465,964,2312.7931
81.373661,1200,2313.757876
-43.987344,1170,2315.922631
77.795887,1200,2316.886403
-33.148505,1127,2319.014312
72.354717,1200,2321.203956
72.945448,1200,2322.169726
186.406761,1056,2324.240804
-28.126604,1065,2325.118865
69.831168,1200,2327.309532
68.390949,1200,2328.276297
60.721891,1200,2330.472963
187.096598,865,2331.169611
68.202219,1200,2333.37524
184.542837,955,2334.143694
76.457065,1200,2336.350289
76.97112,1200,2338.543943
68.203996,1200,2339.529648
55.854886,1200,2341.732276
63.289004,1200,2342.699047
70.422561,1200,2344.911634
66.860158,1200,2347.149153
75.062916,1200,2348.114928
59.026995,1200,2350.3355
72.517353,1200,2351.301259
64.381706,1200,2353.527829
27.853446,1200,2354.49358
42.454462,1200,2356.702194
66.667758,1200,2358.909806
65.082521,1200,2359.875573
185.628632,1003,2361.93269
58.031758,1200,2362.899464
75.747112,1200,2365.100098
60.39171,1200,2366.074833
80.730668,1200,2368.265508
55.414838,1200,2370.468138
77.161256,1200,2371.4359
51.162605,1200,2373.654473
61.053536,1200,2374.616272
186.82111,1056,2376.703217
63.346861,1200,2377.673033
186.038101,842,2379.584657
69.821895,1200,2380.557381
81.30877,1200,2382.761013
185.350749,812,2383.415821
184.61121,1120,2385.549674
185.316708,803,2386.196516
185.772607,1048,2388.284522
56.278453,1200,2390.491152
-108.36035,806,2391.141969
185.655931,791,2391.778841
56.172452,1200,2393.983493
-114.772469,735,2394.58245
185.694664,1167,2396.758171
75.425002,1200,2397.723938
186.24569,1196,2399.928569
80.577493,1200,2402.125215
-17.471235,1129,2403.034182
-30.077741,927,2405.017546
186.188657,901,2405.744161
185.524549,935,2406.49859
186.369109,823,2408.398236
73.472111,1200,2409.373966
-36.595786,808,2411.259657
186.367,1156,2412.188557
-35.911505,1042,2414.259638
-36.833441,784,2414.89151
78.877714,1200,2417.087158
185.747924,814,2417.74197
-115.183496,619,2419.475171
-58.400189,625,2419.979482
75.561495,1200,2420.945254
59.414165,1200,2423.14988
185.134126,886,2423.863494
-54.71711,668,2425.639545
83.105472,1200,2426.605356
59.817151,1200,2428.804955
-53.229012,645,2429.324225
185.237084,793,2431.197949
185.598403,969,2431.979331
-71.862595,532,2432.407907
54.367815,1200,2434.607544
31.734629,1200,2436.81715
66.83034,1200,2437.79288
84.646474,1200,2440.020429
54.49729,1200,2440.986205
52.405041,1200,2443.186833
185.222557,1033,2444.019063
185.376327,775,2445.876844
-107.412272,871,2446.578492
187.00711,807,2448.463179
54.461744,1200,2449.429949
-77.260143,521,2449.848545
77.421096,1200,2452.067148
186.972225,815,2452.722964
184.923242,1108,2454.846836
77.019621,1200,2457.047465
72.888911,1200,2458.014236
-82.750471,454,2458.380999
36.649639,1200,2460.58166
54.825844,1200,2462.785271
-36.744467,1132,2463.699207
49.616643,1200,2465.908821
35.565947,1200,2466.875584
75.009835,1200,2469.078215
84.591296,1200,2470.044979
186.186964,786,2471.918714
186.000753,1034,2472.750919
-70.138828,588,2474.454227
79.950361,1200,2475.420992
70.98586,1200,2477.618648
-27.850354,1009,2478.431922
56.567844,1200,2480.629571
-23.483909,856,2481.318261
184.876122,802,2483.196027
-60.413782,636,2483.709262
-35.958155,835,2484.382019
-83.985621,605,2486.107236
49.179467,1200,2487.073009
-23.987369,1114,2489.205869
-61.314939,554,2489.652383
-56.453153,561,2490.104864
186.13978,989,2492.135076
78.423984,1200,2493.108812
-89.236137,1030,2495.16593
52.508774,1200,2497.365577
54.766399,1200,2498.334332
-102.033446,1089,2500.456239
74.691391,1200,2501.422016
65.194953,1200,2503.606686
53.216789,1200,2504.572453
-24.088702,1076,2506.665457
-34.282775,786,2507.306334
59.848743,1200,2509.491996
49.88034,1200,2511.681673
-75.078673,1077,2512.548783
52.406027,1200,2514.739445
86.542686,1200,2515.704216
55.266685,1200,2517.895885
53.781059,1200,2518.862645
52.814233,1200,2521.049331
-82.469007,1000,2521.859621
-64.915538,561,2523.529036
79.389778,1200,2524.494807
81.806708,1200,2526.684477
65.095748,1200,2527.651252
-85.014634,458,2529.246903
57.064072,1200,2530.211675
185.104413,1124,2532.341555
-31.341641,1030,2533.172774
-46.954927,574,2534.861122
186.287985,973,2535.651483
51.160762,1200,2537.849139
-40.034671,676,2538.394302
83.391887,1200,2540.589966
59.93087,1200,2541.559703
-35.992783,830,2543.453381
-45.504379,709,2544.024487
63.719816,1200,2546.210151
55.221557,1200,2547.177909
78.131772,1200,2549.378564
62.522282,1200,2550.354288
74.9938,1200,2552.546949
186.13083,772,2553.169859
60.767383,1200,2555.370496
-35.114653,954,2556.139937
62.972386,1200,2558.336576
-44.063279,686,2558.890733
186.889342,816,2560.77442
-115.64619,928,2561.523922
48.968341,1200,2563.719566
-44.074171,723,2564.310596
-71.008441,637,2564.823896
-73.217215,487,2566.439462
-95.845399,956,2567.208892
-68.476839,671,2567.749147
-61.231625,654,2569.505217
-26.770797,849,2570.189915
-55.349753,709,2570.762005
76.23831,1200,2572.9736
185.303068,857,2573.665297
68.181663,1200,2575.85098
185.074578,777,2576.476892
73.537928,1200,2578.678524
-68.857174,752,2579.284497
78.061376,1200,2581.484132
-18.948865,1126,2582.390107
57.336976,1200,2584.589742
185.541603,829,2585.260504
61.376447,1200,2587.453181
-61.314873,820,2588.112958
53.767715,1200,2590.30861
-29.615727,760,2590.92057
75.819714,1200,2593.122198
57.253976,1200,2595.314865
186.032037,928,2596.062355
-24.28456,939,2598.044725
79.449041,1200,2599.012491
76.939992,1200,2601.20714
77.860513,1200,2602.173914
185.751683,1007,2604.225049
65.391455,1200,2605.191818
59.230014,1200,2607.414374
65.400272,1200,2609.607047
57.492837,1200,2610.574802
57.496399,1200,2612.777457
185.796562,875,2613.483077
56.489723,1200,2615.674747
185.871549,881,2616.385361
186.114637,808,2618.268062
58.899747,1200,2619.234845
56.505443,1200,2621.452408
75.096639,1200,2622.419178
80.567174,1200,2624.652708
63.367745,1200,2625.620469
185.986977,805,2627.520104
62.332926,1200,2628.485878
185.839838,1174,2630.68253
64.2151,1200,2632.900115
68.36668,1200,2633.876843
81.527901,1200,2636.093424
59.684495,1200,2637.06119
80.897258,1200,2639.283747
72.304906,1200,2641.496354
54.833449,1200,2642.46114
77.126675,1200,2644.675707
72.804696,1200,2645.64348
66.2601,1200,2647.861074
186.318858,1115,2648.768025
65.895001,1200,2650.981618
46.51392,1200,2653.19521
185.431449,930,2653.943709
186.011908,867,2654.642367
68.511833,1200,2656.860941
52.924881,1200,2659.074536
74.138289,1200,2660.043294
66.936057,1200,2662.255894
72.072229,1200,2663.233624
57.8269,1200,2665.44822
70.147896,1200,2667.662807
44.177878,1200,2668.629575
58.486169,1200,2670.832201
63.097331,1200,2671.79897
67.82636,1200,2674.001597
60.072475,1200,2674.968362
73.012719,1200,2677.179961
185.25164,809,2677.83079
68.906459,1200,2680.041387
186.580316,928,2682.029733
51.965325,1200,2682.99852
65.046786,1200,2685.207105
46.308256,1200,2686.170886
63.415739,1200,2688.383516
56.726451,1200,2689.350241
57.191616,1200,2691.598721
185.394084,835,2692.27047
75.091776,1200,2694.533902
70.839443,1200,2696.79633
80.671084,1200,2697.764099
73.35447,1200,2700.032506
185.987635,875,2700.738138
56.351414,1200,2702.995589
40.015983,1200,2703.961365
68.156579,1200,2706.22479
49.013036,1200,2708.471271
66.266229,1200,2709.439063
65.635275,1200,2711.687513
63.172401,1200,2712.658261
57.098748,1200,2714.914718
38.802215,1200,2715.880485
185.904617,793,2717.806031
41.662839,1200,2718.774796
-62.051348,598,2720.548885
32.660105,1200,2721.511642
51.843514,1200,2723.739187
54.602688,1200,2725.971726
-71.166932,718,2726.550783
-78.931618,433,2726.899649
79.588173,1200,2729.133138
185.203422,820,2729.795916
53.012686,1200,2732.020476
81.24119,1200,2732.986255
68.948686,1200,2735.229741
62.9619,1200,2736.195514
78.616391,1200,2738.429041
59.884369,1200,2740.652599
56.444523,1200,2741.620356
76.09007,1200,2743.835949
70.009122,1200,2744.802711
-123.642054,992,2746.842884
50.112823,1200,2747.817628
-80.767532,695,2749.620593
51.447235,1200,2750.586368
30.117293,1200,2752.807927
51.47618,1200,2753.773693
186.200808,1149,2755.968354
58.308072,1200,2758.180951
-74.100359,805,2758.83078
60.460998,1200,2761.039392
65.833091,1200,2762.013136
186.262842,1122,2764.167922
60.188054,1200,2765.132695
-122.419541,923,2767.123033
60.960241,1200,2768.089813
72.562452,1200,2770.31037
42.001196,1200,2772.504032
67.46766,1200,2773.470802
62.178871,1200,2775.661478
55.994609,1200,2776.635213
47.597805,1200,2778.833854
186.016432,827,2779.499627
59.180812,1200,2781.720201
185.16336,1106,2782.611214
186.105091,791,2784.50787
80.249377,1200,2785.472649
70.896252,1200,2787.696211
-92.088433,586,2788.167623
186.216488,866,2790.113127
69.03917,1200,2791.087852
185.79961,888,2793.06127
54.514787,1200,2794.024046
81.581584,1200,2796.2167
64.445178,1200,2797.180475
72.771602,1200,2799.378116
60.220111,1200,2801.58474
54.441159,1200,2802.549512
55.972421,1200,2804.768089
53.345235,1200,2805.733847
-51.30438,635,2807.496952
55.808503,1200,2808.461727
-50.819722,655,2810.234794
74.054646,1200,2811.19957
60.58283,1200,2813.4002
76.972014,1200,2814.365978
52.521586,1200,2816.569606
62.363685,1200,2818.777223
65.897977,1200,2819.75197
69.355512,1200,2821.944617
49.403408,1200,2822.909393
56.593559,1200,2825.103048
55.227787,1200,2826.068825
57.773832,1200,2828.267485
57.746941,1200,2830.504982
-67.501568,637,2831.01926
64.277573,1200,2833.223881
66.440983,1200,2834.192639
52.674459,1200,2836.395277
-77.330449,508,2836.804904
-87.459342,530,2837.230481
58.252044,1200,2839.436097
46.053426,1200,2840.398874
-89.537128,585,2842.12311
61.601103,1200,2843.088879
186.046212,848,2845.027386
-78.322828,500,2845.431043
86.627963,1200,2847.659581
78.69732,1200,2848.624373
186.12901,854,2850.562868
-78.238592,631,2851.071171
185.05571,833,2851.74092
81.684857,1200,2853.961498
74.510222,1200,2854.925283
